Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
111.0,36.5,6.98,1.0,15.3,28.4,54.2,211.0,4.66,33.7,100.0
11.3,21.3,1.54,1.0,16.1,64.4,120.0,615.0,18.9,37.2,23.5
54.7,16.1,5.09,5.05,22.5,7.64,18.3,500.0,24.4,42.6,11.1
89.8,38.2,12.7,2.64,18.1,21.3,47.0,319.0,12.4,21.9,12.3
79.1,16.5,6.1,1.64,15.5,7.99,29.4,385.0,32.2,67.9,21.7
65.5,36.5,2.79,1.93,16.1,26.7,41.0,289.0,1.7,15.8,57.8
90.6,25.7,7.37,1.0,25.3,7.37,20.7,379.0,29.2,71.0,118.0
119.0,76.4,7.04,2.17,8.98,24.8,41.0,343.0,7.5,54.2,48.7
67.9,26.2,2.44,1.0,16.3,34.0,74.3,594.0,22.1,42.9,6.1
56.2,8.98,8.9,5.14,35.2,17.8,60.4,1370.0,25.9,37.5,11.0
25.5,16.8,10.6,1.01,11.8,48.3,117.0,453.0,40.3,75.0,63.8
47.0,83.5,8.82,2.59,3.68,24.4,40.0,227.0,24.1,30.5,14.6
36.2,16.7,6.73,3.85,18.9,34.6,57.3,632.0,2.69,25.0,91.4
62.1,36.8,10.8,2.17,14.2,15.0,32.5,382.0,21.7,42.6,23.1
32.8,22.7,8.66,1.57,18.3,41.8,52.3,349.0,18.4,41.0,22.7
32.2,16.0,1.89,1.0,22.3,9.06,23.3,403.0,5.83,21.3,62.6
110.0,53.3,3.89,1.0,14.3,12.5,33.1,292.0,31.9,75.7,69.2
41.8,18.8,18.8,7.43,25.3,10.7,19.6,429.0,21.3,55.2,18.1
102.0,26.4,8.13,1.08,19.6,51.4,89.0,982.0,40.7,92.2,54.7
93.1,27.1,3.79,1.75,20.9,17.0,29.7,583.0,35.5,61.0,32.2
106.0,23.9,8.74,1.18,28.1,8.51,26.9,717.0,17.8,32.5,14.2
75.7,31.9,4.91,4.96,18.8,37.2,66.7,610.0,24.1,58.8,43.7
123.0,70.4,9.06,1.01,14.1,25.7,47.4,239.0,20.4,44.9,24.4
60.4,14.6,3.55,1.57,4.03,6.04,7.04,28.6,15.3,31.6,8.2
101.0,32.5,9.39,1.29,13.9,13.8,41.4,478.0,24.4,53.8,96.5
82.8,23.9,10.0,7.17,13.8,32.8,40.0,215.0,3.25,13.3,77.0
85.8,30.0,11.5,1.0,11.9,8.9,20.9,567.0,19.5,37.5,4.57
20.5,17.9,1.0,4.83,26.4,12.6,19.8,372.0,12.1,34.3,14.5
18.1,23.9,3.49,1.01,8.28,19.5,46.1,418.0,6.85,25.7,83.5
88.2,27.1,12.2,1.01,3.59,20.5,29.7,392.0,16.1,41.8,18.1
103.0,44.1,3.52,1.38,19.6,10.5,20.4,396.0,15.5,36.2,32.8
33.1,17.3,5.52,3.68,6.85,5.67,34.9,491.0,20.7,33.7,21.7
10.5,23.9,3.34,2.86,26.4,5.62,28.4,777.0,25.3,58.8,31.9
42.2,37.9,2.74,1.01,33.4,15.3,27.9,599.0,22.1,53.8,15.3
71.0,30.8,8.43,4.03,15.1,12.5,35.5,164.0,3.05,18.9,89.0
53.8,38.2,8.43,1.0,24.8,22.1,45.7,257.0,7.77,4.91,62.1
14.2,12.5,9.73,1.01,13.5,21.7,51.9,319.0,1.0,47.8,4.1
34.3,21.7,10.5,1.35,14.5,20.9,32.5,264.0,4.61,20.5,50.5
77.7,43.3,5.52,1.0,3.72,22.9,41.0,239.0,15.7,36.5,7.84
66.7,42.2,8.66,3.65,13.3,19.3,71.7,692.0,18.8,47.4,10.9
67.9,30.8,6.73,1.22,17.3,62.6,104.0,547.0,1.72,42.9,3.31
62.6,14.3,2.92,3.11,9.22,17.5,34.9,578.0,15.3,42.2,9.56
60.4,19.8,1.0,1.95,34.9,4.78,21.1,692.0,33.4,83.5,30.2
82.8,37.5,1.0,7.3,1.12,15.3,24.6,396.0,14.9,34.9,8.98
79.9,64.9,6.61,1.01,1.0,20.0,33.1,334.0,11.7,24.1,6.61
77.7,35.2,7.17,1.0,15.4,22.3,46.6,300.0,5.42,23.5,100.0
98.2,28.9,6.61,1.0,9.91,50.0,105.0,533.0,2.48,29.7,56.2
75.7,23.9,1.0,1.64,26.9,19.3,34.9,311.0,21.9,41.0,16.1
84.3,47.8,14.9,48.7,34.3,26.9,38.5,267.0,24.4,58.3,42.6
91.4,26.7,1.38,2.39,13.1,17.2,32.5,186.0,15.8,50.0,18.4
66.1,25.0,6.61,2.84,7.91,11.0,32.5,297.0,34.0,70.4,47.4
71.7,53.3,4.29,6.1,48.7,12.3,25.5,337.0,15.4,34.6,9.22
170.0,41.8,5.52,1.41,23.9,24.1,37.9,286.0,1.39,30.2,4.53
37.2,17.9,10.9,1.0,23.3,27.4,44.5,313.0,5.09,18.8,50.0
69.8,29.4,8.35,1.39,20.7,3.75,8.06,302.0,20.5,46.6,9.39
74.3,35.5,5.73,3.52,17.8,18.6,32.8,244.0,5.99,23.7,111.0
79.9,58.8,7.99,2.64,3.34,10.6,23.9,392.0,47.8,69.2,35.5
73.0,29.7,5.94,4.29,12.3,13.6,145.0,154.0,23.7,48.7,15.5
50.9,30.0,12.1,1.79,21.7,1.64,20.0,770.0,29.2,66.7,18.8
26.4,25.5,10.6,3.28,36.8,25.0,41.8,292.0,16.3,39.6,15.4
89.8,57.8,4.7,1.15,18.1,22.5,40.3,271.0,10.8,22.1,9.47
53.8,17.5,4.83,1.01,4.0,41.4,71.0,1197.0,5.14,16.7,71.0
7.57,32.2,8.43,1.01,7.5,14.1,30.5,305.0,34.3,63.8,14.9
75.7,23.9,6.44,1.0,20.0,15.7,34.0,474.0,24.4,55.2,21.1
66.1,34.9,15.7,6.67,18.8,14.9,31.6,281.0,4.96,28.4,89.8
51.4,18.1,9.14,1.0,6.73,24.8,51.9,337.0,24.8,70.4,59.9
130.0,49.1,13.3,6.21,3.79,43.3,79.1,770.0,2.79,17.2,65.5
132.0,77.0,2.19,1.61,5.52,6.92,19.8,379.0,14.6,34.0,14.3
62.1,14.7,4.83,1.39,10.2,26.2,43.3,523.0,21.9,28.6,11.5
13.1,10.6,6.85,2.92,5.05,23.7,40.3,340.0,4.53,23.7,111.0
53.8,26.2,5.09,1.06,1.0,13.8,29.7,294.0,12.6,28.9,6.38
54.2,23.1,5.78,2.64,7.43,34.3,59.9,466.0,2.09,56.2,4.22
61.0,18.9,5.42,3.0,11.1,13.6,16.3,426.0,20.4,50.0,17.9
54.7,18.9,3.02,4.37,13.8,21.7,35.9,235.0,14.1,25.7,10.8
66.7,19.3,2.46,1.06,25.3,10.7,36.2,422.0,11.8,25.7,9.91
52.3,15.1,12.1,5.52,7.91,7.23,17.0,328.0,1.19,9.39,53.3
77.0,28.6,11.2,3.28,16.4,14.6,35.9,355.0,25.3,41.8,13.3
46.1,18.8,1.0,6.15,9.65,26.4,46.6,239.0,11.2,27.4,9.91
175.0,77.0,3.72,2.33,11.3,10.1,26.9,588.0,24.4,37.5,25.7
28.6,27.6,8.28,1.0,14.9,12.7,32.5,615.0,14.6,31.9,9.47
96.5,40.0,1.0,3.25,15.1,27.1,48.3,757.0,24.8,43.7,20.0
103.0,35.2,7.43,6.49,20.0,46.1,88.2,626.0,1.73,75.7,3.34
6.67,12.9,2.15,7.99,17.2,11.7,49.1,514.0,4.66,24.1,63.2
13.3,20.2,8.2,2.17,21.7,6.44,28.4,23.5,12.2,23.7,7.3
145.0,53.3,7.7,1.39,1.84,50.9,113.0,843.0,22.3,44.1,64.4
97.3,36.2,1.76,2.11,21.3,2.31,22.5,426.0,3.46,34.0,95.6
18.6,17.8,1.0,1.01,18.4,26.4,32.2,264.0,30.2,52.8,25.3
63.8,22.5,4.74,1.11,20.5,13.7,28.4,528.0,11.5,20.2,1.68
85.1,21.9,1.08,1.0,7.5,8.74,18.8,355.0,5.83,17.9,103.0
69.2,16.4,5.99,1.21,13.7,14.7,34.0,281.0,2.27,19.8,83.5
79.1,41.4,1.0,1.72,7.77,6.98,22.7,604.0,14.2,25.0,14.6
83.5,19.5,7.57,1.08,2.76,17.9,33.4,316.0,16.7,26.9,15.4
87.4,22.9,2.23,1.0,13.7,9.47,14.7,478.0,10.0,24.4,9.56
73.0,61.5,9.47,3.96,15.4,7.17,13.7,241.0,36.5,76.4,49.1
90.6,59.9,8.51,2.74,8.13,9.91,31.6,704.0,14.5,36.8,74.3
50.5,20.9,1.88,1.91,14.7,34.3,107.0,1055.0,4.66,32.5,115.0
12.9,12.7,5.33,3.22,13.7,51.4,81.3,673.0,16.3,39.6,19.1
176.0,36.5,1.32,5.88,20.5,11.8,33.4,255.0,17.0,33.1,29.4
17.6,8.2,4.61,1.0,6.79,24.6,51.4,193.0,20.7,33.7,4.87
61.0,47.0,4.53,1.35,7.57,26.2,51.9,355.0,40.3,75.7,45.7
49.1,34.3,3.28,1.0,2.19,23.5,38.2,264.0,36.2,62.6,95.6
117.0,56.7,6.98,3.52,11.1,10.9,40.0,982.0,7.17,15.1,22.9
42.9,12.2,13.1,3.82,18.6,45.3,75.0,655.0,4.61,9.31,8.58
73.0,25.5,2.41,1.23,18.4,21.7,50.0,533.0,19.1,31.9,19.3
58.8,13.1,10.4,1.01,5.47,23.1,43.3,334.0,6.04,24.6,95.6
19.6,27.1,14.9,1.01,18.4,29.4,48.3,359.0,8.82,33.7,66.7
51.4,16.3,1.27,4.07,13.1,25.7,44.1,274.0,15.1,34.0,9.65
34.0,13.8,4.7,6.49,21.3,16.3,45.7,403.0,4.91,18.6,61.5
71.0,21.3,6.73,2.81,12.1,44.9,71.0,319.0,19.8,37.2,25.0
114.0,26.2,10.0,3.05,4.29,18.9,36.8,331.0,3.65,33.7,89.8
49.6,30.5,7.3,2.02,5.47,21.1,41.0,237.0,14.5,34.9,10.5
53.8,21.3,4.26,1.75,7.57,4.87,5.99,453.0,15.4,26.4,9.82
36.2,17.8,5.14,3.43,9.65,14.7,31.6,385.0,15.7,31.1,11.2
81.3,64.4,2.04,1.0,15.5,44.5,89.8,583.0,11.2,43.7,6.04
93.1,32.5,4.91,8.58,27.1,21.5,49.1,1346.0,11.8,37.9,75.7
30.8,16.7,7.37,3.02,9.65,18.6,31.6,297.0,22.1,29.7,7.1
80.6,32.5,9.73,1.0,13.3,25.3,28.4,229.0,32.8,47.4,10.7
59.4,15.3,1.01,2.37,19.6,15.7,41.0,269.0,11.1,22.1,6.44
59.9,24.1,1.68,1.49,2.46,25.5,52.8,382.0,9.22,34.6,94.7
74.3,18.6,3.4,1.01,7.7,20.2,36.8,235.0,30.2,79.9,75.7
14.6,25.7,3.46,1.01,22.5,26.9,44.1,246.0,30.5,50.0,16.1
81.3,30.2,5.09,2.89,15.4,14.7,29.7,644.0,4.1,14.7,22.5
41.0,9.31,1.0,1.0,5.67,28.6,40.0,274.0,18.8,59.4,23.3
81.3,38.5,8.43,1.12,1.0,16.8,36.5,519.0,27.6,52.8,13.1
73.7,38.5,11.8,1.01,8.2,26.4,54.7,991.0,12.9,42.2,12.5
17.8,19.3,16.3,2.07,20.4,7.84,7.5,375.0,25.5,47.4,12.3
107.0,32.5,4.87,1.91,7.1,2.84,16.5,491.0,28.4,67.9,25.5
7.3,11.9,6.38,4.57,10.2,11.2,19.3,528.0,9.91,35.5,37.5
58.8,22.7,3.28,3.46,7.43,12.3,36.2,267.0,3.31,25.0,75.0
52.3,12.2,7.04,2.84,31.1,16.0,41.0,505.0,11.3,33.1,6.73
61.5,23.1,8.74,7.3,9.65,13.7,39.2,400.0,29.7,46.6,16.0
53.8,23.5,2.48,5.83,4.26,41.8,55.7,209.0,12.1,21.9,15.3
94.7,44.5,5.05,2.59,19.1,30.0,53.3,610.0,27.1,52.3,13.8
63.8,28.4,2.59,7.91,4.41,3.92,27.6,843.0,2.57,10.8,8.2
60.4,22.5,2.41,3.34,7.3,17.5,20.5,284.0,42.2,89.0,70.4
63.2,25.5,2.09,4.7,4.96,66.1,132.0,770.0,18.9,38.9,95.6
77.7,24.8,5.0,1.01,6.92,18.8,28.4,221.0,9.91,16.5,8.28
59.4,27.4,5.38,2.48,5.52,8.74,13.6,461.0,12.3,19.8,12.7
15.5,11.7,2.25,2.44,20.5,23.7,49.1,233.0,10.2,53.8,67.3
18.6,11.3,2.59,1.0,1.19,15.4,24.4,426.0,20.4,44.9,8.98
16.4,20.4,3.46,8.98,7.3,25.9,28.1,279.0,4.37,24.6,93.9
18.4,31.9,1.0,1.65,1.31,30.2,60.4,1176.0,6.26,23.9,101.0
36.8,19.6,1.84,2.71,10.0,8.2,23.5,449.0,2.86,22.9,106.0
17.5,19.3,4.41,1.0,4.61,4.83,19.6,750.0,4.22,18.8,93.9
44.9,30.5,8.43,6.79,22.3,3.22,25.0,820.0,12.0,31.9,18.9
42.2,21.7,8.13,1.02,1.83,14.1,19.1,302.0,25.0,38.5,16.3
69.8,22.5,5.73,1.01,16.1,35.5,45.3,313.0,20.7,53.3,20.5
4.45,6.1,8.2,1.0,50.0,17.6,19.5,437.0,15.5,34.0,22.7
13.1,27.9,12.4,1.0,10.8,39.6,112.0,743.0,22.9,32.8,21.7
90.6,36.5,8.9,1.0,1.96,7.99,14.3,328.0,15.0,29.4,14.7
63.8,27.4,4.57,1.76,15.4,3.43,19.8,362.0,36.8,82.8,28.6
11.1,18.4,6.44,1.01,19.1,20.0,38.2,368.0,27.9,54.2,38.2
89.0,24.4,2.62,2.15,4.61,6.55,25.5,25.3,14.7,41.4,6.04
121.0,77.7,3.55,1.0,14.5,6.61,19.3,661.0,26.2,42.6,14.3
77.0,33.1,5.19,4.07,16.7,13.0,32.5,441.0,25.3,50.5,22.9
9.14,8.66,5.88,8.2,21.1,37.9,76.4,685.0,23.1,34.9,17.3
51.4,20.0,6.79,1.01,11.9,10.0,29.4,410.0,21.3,33.1,20.2
73.0,25.3,14.9,4.66,48.3,4.7,22.1,478.0,27.9,43.7,7.77
93.9,34.9,5.52,1.89,5.23,45.3,141.0,922.0,24.8,53.8,30.0
49.1,25.3,6.92,1.14,14.3,12.3,37.9,784.0,29.7,75.0,34.6
43.7,18.6,2.84,1.01,14.3,24.4,57.3,890.0,6.26,2.46,3.72
55.7,33.4,1.0,6.67,7.43,20.4,40.0,610.0,30.0,46.1,10.7
62.1,23.1,3.52,2.79,39.2,11.3,15.7,400.0,2.79,34.9,66.7
51.9,27.9,17.8,83.5,47.4,32.2,106.0,1382.0,14.5,27.1,13.7
30.0,7.64,8.28,5.52,18.9,22.5,32.2,322.0,22.5,42.9,24.6
9.39,26.9,13.8,2.46,16.3,15.5,26.9,237.0,11.4,20.4,18.8
38.2,16.1,14.6,1.54,23.9,29.7,48.3,302.0,19.6,58.8,29.7
38.2,19.3,10.5,2.79,16.7,16.7,31.3,717.0,12.9,33.7,9.56
33.7,13.3,4.14,1.0,17.2,18.9,37.5,375.0,1.0,66.7,13.5
15.1,17.2,6.61,1.93,16.4,26.4,44.1,281.0,3.19,17.6,50.9
60.4,22.9,9.06,1.01,2.55,21.7,41.4,233.0,13.3,38.2,10.9
31.9,12.9,6.32,3.92,6.26,53.3,102.0,906.0,32.2,63.8,107.0
76.4,41.4,5.88,5.14,12.9,62.1,117.0,445.0,12.7,23.7,3.85
50.5,24.1,3.89,5.23,26.4,41.8,102.0,777.0,9.73,30.2,12.4
55.2,18.8,6.04,5.99,13.9,29.2,60.4,445.0,13.5,30.0,6.79
66.7,20.0,11.5,4.14,10.0,5.47,21.3,422.0,11.0,35.9,82.8
42.2,32.8,2.27,3.28,24.6,42.6,124.0,1252.0,36.2,75.7,107.0
38.2,19.8,14.9,1.0,5.78,4.57,38.2,573.0,20.9,52.3,17.0
66.1,18.8,1.0,1.68,15.5,12.0,17.0,418.0,11.5,29.2,7.64
56.2,20.9,7.43,1.0,18.9,10.9,27.1,449.0,19.5,30.5,9.65
175.0,99.1,7.99,6.61,2.5,37.2,66.1,552.0,19.6,29.7,28.1
17.5,30.5,13.2,3.28,20.5,13.9,20.2,271.0,8.43,25.0,88.2
52.3,9.39,1.6,4.66,10.5,12.1,43.7,474.0,17.0,29.2,11.7
17.9,16.8,9.65,8.06,14.3,19.3,31.6,710.0,23.3,47.4,20.0
44.1,17.6,3.65,1.0,24.1,18.4,57.8,835.0,30.2,46.6,8.58
66.1,23.1,3.08,1.23,22.7,28.4,55.2,982.0,6.73,36.5,81.3
18.1,18.9,9.31,1.75,10.1,21.5,37.9,255.0,5.57,12.7,5.0
78.4,20.5,2.94,3.11,27.9,14.2,28.9,496.0,8.98,27.6,82.8
7.04,19.5,9.14,1.06,13.1,13.3,30.2,710.0,28.1,44.5,11.0
71.0,26.4,3.19,2.81,1.47,28.1,47.0,346.0,24.8,41.4,33.4
17.2,23.5,4.03,1.41,23.9,19.1,34.0,267.0,5.94,15.8,86.6
87.4,30.5,10.3,1.57,18.6,26.7,40.0,334.0,33.1,73.0,34.3
35.2,21.1,14.5,1.11,6.61,11.3,30.5,922.0,12.6,37.9,6.85
74.3,25.5,2.92,1.01,15.3,4.07,35.5,487.0,7.37,27.6,58.3
45.7,19.6,6.44,5.83,11.8,3.75,23.1,588.0,18.4,43.3,75.7
56.2,16.4,8.58,4.49,5.0,17.0,127.0,982.0,15.4,30.2,12.9
56.7,32.2,1.01,1.0,1.75,3.68,14.2,449.0,11.8,32.5,6.85
33.4,55.2,5.38,4.37,10.2,23.5,47.8,316.0,21.5,46.1,9.56
79.9,53.3,10.3,1.19,12.7,33.7,56.7,231.0,24.1,49.1,17.2
86.6,58.8,5.42,2.94,12.4,18.9,33.1,478.0,18.3,35.2,7.1
42.2,21.7,13.1,14.5,10.2,34.0,67.3,331.0,28.9,55.7,19.1
47.8,29.7,11.4,6.85,11.9,18.1,29.7,259.0,7.77,21.5,5.19
3.28,7.57,6.04,4.07,11.5,30.0,86.6,1065.0,19.1,44.1,17.8
29.4,8.43,7.91,1.43,14.6,5.62,23.9,644.0,17.8,32.8,16.8
40.3,22.9,1.45,1.01,5.28,25.0,37.5,355.0,33.1,63.8,33.7
82.0,89.0,2.46,1.01,11.8,14.5,33.1,610.0,16.1,32.2,19.8
41.4,28.6,6.92,2.37,4.96,30.8,61.5,638.0,11.4,23.3,5.52
10.1,26.4,2.81,1.0,16.5,23.1,50.9,557.0,35.5,77.7,38.2
73.0,31.9,5.0,1.0,10.4,22.9,46.1,300.0,5.05,25.9,71.0
55.2,76.4,8.13,2.86,16.1,8.98,26.2,514.0,25.3,48.3,11.4
54.2,16.4,12.2,1.12,8.98,11.5,39.2,375.0,23.9,35.5,15.5
56.7,18.8,5.47,1.86,9.06,9.06,20.9,552.0,1.0,33.1,79.9
36.2,44.5,33.7,147.0,66.1,18.3,28.9,188.0,2.35,18.6,67.3
74.3,23.7,9.39,5.99,7.99,37.2,63.8,956.0,4.53,15.8,89.8
21.7,36.8,4.07,1.0,23.1,34.9,62.6,379.0,33.4,71.7,18.3
88.2,42.9,11.4,167.0,41.8,20.2,40.0,322.0,13.1,31.1,9.65
66.1,19.3,10.8,1.0,16.7,13.9,38.2,255.0,16.1,30.2,11.2
67.9,32.8,2.17,1.01,7.04,9.82,36.2,615.0,26.9,40.3,9.14
37.2,15.3,18.9,23.1,19.1,15.8,33.4,284.0,27.6,32.2,13.5
73.0,41.4,2.94,2.48,5.14,51.9,101.0,890.0,27.1,62.6,18.8
64.9,43.3,6.1,1.0,28.4,10.0,22.9,491.0,12.2,25.9,6.61
35.5,14.5,4.96,5.57,5.19,6.92,41.8,65.5,22.3,54.2,35.9
10.4,9.82,5.94,1.0,16.7,28.1,49.6,331.0,6.26,24.4,10.5
85.1,20.5,3.02,1.07,17.0,7.99,23.1,316.0,49.1,68.5,16.0
63.8,34.3,3.34,1.0,14.3,15.0,63.8,931.0,1.0,20.0,67.9
39.6,20.4,4.91,1.01,8.43,13.6,26.2,136.0,3.49,12.6,62.1
43.7,12.5,3.62,2.69,6.73,6.1,28.1,583.0,30.5,49.1,15.8
34.0,14.7,2.48,2.64,16.1,44.1,85.8,1114.0,1.86,19.5,25.7
72.3,50.9,2.92,2.84,13.7,31.6,62.6,474.0,16.5,30.0,4.78
63.8,21.7,7.77,1.58,21.5,14.5,28.1,382.0,14.1,33.1,19.6
191.0,67.9,1.0,1.37,1.93,43.3,63.2,552.0,10.1,34.6,12.0
30.0,16.0,10.3,7.57,2.23,28.4,54.2,791.0,8.2,16.5,9.82
61.5,23.1,1.46,1.13,1.04,11.8,30.8,547.0,18.8,36.2,13.7
23.7,22.5,6.15,2.44,13.7,5.52,38.2,552.0,37.5,86.6,58.8
90.6,36.5,4.74,1.01,19.6,23.3,30.0,271.0,26.9,40.7,16.3
27.4,26.9,8.2,2.62,8.51,18.9,37.2,246.0,36.8,67.9,34.9
1.0,7.5,17.8,4.74,12.4,6.67,32.5,552.0,5.09,32.2,57.3
16.1,17.9,1.83,1.01,10.3,53.3,94.7,542.0,17.6,42.2,16.1
55.7,31.6,8.06,2.69,16.5,9.31,28.1,1009.0,10.9,31.1,13.7
34.6,15.4,1.24,4.14,16.5,18.1,30.8,241.0,12.5,21.3,12.6
57.3,33.4,4.87,1.01,10.5,10.4,47.0,1407.0,45.3,50.9,21.7
67.9,36.5,14.5,5.14,10.3,45.7,80.6,898.0,18.4,34.3,22.3
78.4,42.6,8.28,1.5,20.2,49.6,97.3,784.0,13.7,19.1,9.06
31.3,16.7,10.2,5.09,20.4,22.5,48.3,828.0,6.21,24.1,94.7
7.5,22.3,7.99,4.1,13.7,15.4,21.7,211.0,40.3,76.4,27.1
38.5,23.9,1.37,2.21,4.29,33.7,61.0,730.0,10.0,17.9,6.44
77.7,75.0,8.43,1.14,30.5,25.0,55.7,316.0,42.9,61.0,14.1
46.1,39.2,6.38,1.14,14.3,3.02,19.5,828.0,3.02,16.5,83.5
82.0,26.9,3.31,8.13,23.5,8.13,23.7,610.0,20.4,33.7,22.1
85.1,24.1,5.88,2.29,18.8,11.5,22.5,437.0,5.47,42.9,90.6
80.6,45.7,2.31,3.46,19.6,29.2,27.9,334.0,11.0,24.4,18.1
82.8,25.7,7.3,1.86,10.7,9.14,23.3,349.0,20.7,44.9,23.7
66.1,28.1,11.5,3.82,8.35,2.81,11.5,319.0,21.9,40.3,22.1
52.8,27.1,3.31,3.89,2.64,21.9,44.5,426.0,12.2,33.7,4.14
37.5,26.9,15.4,1.0,1.63,13.2,55.2,1382.0,26.2,47.8,31.6
57.8,34.3,4.87,1.95,14.6,16.8,32.8,289.0,13.2,23.9,22.1
129.0,51.4,2.07,4.41,9.22,25.5,33.4,227.0,1.78,39.6,8.51
30.2,20.5,3.13,8.74,3.59,12.3,27.4,349.0,22.3,43.3,5.0
58.8,34.9,3.49,368.0,39.6,17.8,27.9,331.0,23.3,51.9,98.2
71.7,27.6,4.91,3.96,8.35,21.3,34.3,274.0,30.0,63.2,13.3
25.0,25.0,15.3,2.29,32.2,20.9,41.8,227.0,5.28,20.0,82.8
21.7,11.8,2.84,2.29,9.91,21.5,37.5,267.0,31.6,63.8,67.9
59.4,31.1,6.61,1.0,1.53,16.4,23.7,379.0,1.58,8.13,2.55
41.4,24.4,2.41,1.0,12.7,67.3,135.0,626.0,18.3,29.2,13.0
47.8,25.9,7.17,1.0,16.5,23.1,40.7,379.0,3.43,30.0,4.07
45.3,19.8,16.4,4.78,8.35,6.44,17.5,610.0,12.6,24.8,10.9
66.7,30.0,1.54,7.99,25.3,30.8,50.5,289.0,11.2,18.4,4.1
122.0,33.7,1.29,4.87,11.0,3.92,20.7,269.0,19.1,38.5,14.1
37.5,23.9,7.1,4.41,5.67,10.3,19.6,292.0,29.2,42.2,18.8
81.3,24.6,1.0,5.42,11.2,6.49,18.6,466.0,20.4,42.2,25.0
30.8,20.5,8.06,1.47,28.9,29.7,47.4,655.0,12.6,31.3,7.7
30.0,19.6,2.76,2.37,1.0,20.7,36.5,835.0,23.3,42.9,24.4
20.4,45.7,2.89,1.31,6.61,20.5,40.3,250.0,10.7,46.6,94.7
11.1,41.8,4.26,7.77,9.22,19.1,27.6,209.0,1.91,85.8,3.16
176.0,93.9,7.04,3.92,13.7,28.6,41.0,250.0,11.9,23.5,15.7
53.8,23.1,1.05,1.39,29.4,4.26,24.4,449.0,10.5,27.9,5.23
44.5,23.7,6.79,3.4,12.5,31.9,57.3,221.0,46.1,65.5,38.9
61.0,53.3,8.74,1.01,19.1,5.88,37.5,1334.0,20.2,36.8,9.91
66.1,19.5,1.75,1.0,17.0,3.11,5.33,188.0,18.9,38.9,12.9
59.9,31.9,1.0,1.01,20.9,24.6,41.4,239.0,17.0,28.6,13.6
50.5,29.7,5.09,3.19,11.1,25.7,60.4,426.0,2.25,5.09,79.1
106.0,30.2,1.01,5.14,10.6,14.9,30.8,457.0,3.96,34.0,114.0
9.73,17.5,4.18,5.62,4.66,22.3,36.5,322.0,23.1,62.1,79.1
47.8,34.3,11.4,6.98,25.7,49.6,98.2,538.0,22.5,31.9,8.28
103.0,69.8,33.1,7.77,42.9,16.0,44.5,1114.0,25.3,43.7,12.7
74.3,38.5,3.11,1.01,12.4,15.4,34.0,538.0,30.2,64.4,23.3
72.3,18.9,5.94,5.67,2.44,9.31,23.7,557.0,46.1,77.7,32.8
48.3,19.1,3.08,1.96,8.13,13.8,44.9,1134.0,22.1,41.8,6.92
75.0,27.1,2.46,1.01,17.3,38.9,92.2,770.0,21.9,35.5,21.9
74.3,26.4,7.7,7.3,1.58,10.6,25.7,400.0,8.43,18.4,6.61
58.3,27.9,8.43,1.01,4.66,22.9,54.7,346.0,14.9,24.6,6.26
79.1,23.5,5.23,4.66,15.3,15.8,32.5,379.0,25.0,57.8,29.2
104.0,64.9,11.9,1.0,23.5,54.7,112.0,704.0,17.6,36.8,12.3
42.9,39.2,10.9,3.31,12.3,36.2,76.4,487.0,13.7,31.3,11.1
87.4,39.2,1.01,4.07,5.09,62.1,111.0,365.0,13.0,32.8,20.2
53.8,18.9,5.0,1.54,17.2,22.3,38.9,189.0,28.4,78.4,20.0
48.7,30.0,9.31,1.67,2.25,20.2,36.8,437.0,4.07,67.3,2.57
82.0,42.2,4.0,5.33,9.06,7.99,18.4,385.0,14.7,13.0,7.17
35.9,14.7,9.39,11.8,45.7,22.5,36.5,221.0,2.62,23.9,68.5
38.5,20.2,16.4,8.43,22.3,27.6,49.6,250.0,20.5,49.1,17.3
53.8,27.4,3.05,1.68,24.8,23.3,44.9,359.0,26.4,60.4,42.2
56.2,19.8,9.91,4.87,6.73,26.7,41.0,221.0,28.4,40.0,9.73
51.9,12.5,4.29,1.18,7.84,13.9,28.4,284.0,22.1,55.7,15.4
57.3,23.7,9.56,1.83,9.47,17.6,49.6,717.0,22.1,40.3,12.1
110.0,65.5,8.35,1.01,20.4,18.1,33.1,396.0,35.9,66.1,19.3
61.0,41.0,3.96,3.92,19.8,27.6,44.5,355.0,28.9,69.2,34.9
62.6,23.1,3.34,3.31,14.3,14.5,27.6,355.0,17.8,30.2,3.4
113.0,73.0,1.0,1.31,11.5,8.74,31.1,487.0,40.0,79.9,43.7
62.6,69.2,14.7,28.6,23.7,1.22,66.7,73.0,4.78,35.2,11.4
100.0,126.0,18.4,32.5,7.84,10.8,111.0,189.0,6.49,45.7,11.0
55.7,112.0,14.6,20.4,7.77,1.88,16.7,10.9,3.72,10.6,3.96
12.7,17.9,13.1,56.2,14.1,1.14,32.8,45.7,3.16,33.1,11.5
67.3,106.0,14.5,22.9,15.4,20.5,71.7,882.0,5.19,16.4,7.37
42.2,46.6,14.2,21.9,14.5,6.1,79.1,1176.0,20.4,59.4,32.5
39.6,59.4,9.65,21.1,10.6,1.91,14.1,55.7,1.0,11.5,7.57
69.8,109.0,11.9,49.6,11.0,2.07,113.0,264.0,11.5,37.5,10.6
