HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
-0.052028,1.935352,2.033866,0.022505,1.993503,-0.036201,0.91533,-0.063197,0.028145,2.028836,-0.060231,0.051338,-0.022198,0.083859,1.973087,1.530905,0.035128,0.475218,0.956923,0.947258,0.967768,2.036755,-0.022866,0.032425,0.025049,0.468282,-0.020728,0.010478,0.033891,1.00141,0.399363,0.931688,1.938229,-0.011246,1.005154,1.108812,1.048755
-0.047556,2.002204,1.973966,0.939717,1.977326,-0.053935,1.030435,-0.057936,1.035824,1.982322,-0.120961,-0.117557,-0.014993,-0.013573,1.066908,0.016573,0.034386,0.457099,0.95951,2.104302,-0.018488,1.092198,0.030615,0.038163,1.019519,0.960142,0.100531,0.919625,1.044566,0.550691,0.514802,-0.022481,0.935338,0.015499,0.923177,1.006922,1.081776
0.031781,0.02524,0.054135,-0.01666,0.090354,0.026147,0.976204,-0.01209,-0.01838,-0.01628,1.011508,0.038331,-0.004544,-0.065546,0.971688,0.46453,-0.02931,0.028319,1.046478,2.084761,1.972712,0.992683,-0.000797,-0.015339,0.036022,-0.016892,0.000915,1.073175,0.912314,0.034985,1.446459,-0.036568,1.003535,-0.013734,0.931309,1.019357,0.951769
0.063345,1.0668,0.993818,-0.071939,1.005446,0.049498,-0.004863,0.085783,-0.02691,0.008286,0.971483,1.991972,0.0632,0.037463,-0.001382,0.936143,0.037568,1.075198,1.00651,0.963109,1.064315,1.007973,0.001281,0.944864,0.058384,0.610126,-0.016573,1.051228,0.004754,1.462164,0.129604,0.941461,0.983466,-0.095064,2.102215,0.974497,1.948675
0.030151,1.036749,1.983139,1.031335,2.051733,0.0368,0.041743,0.016817,2.082316,0.00152,-0.041867,2.064875,-0.063626,0.028135,2.049916,0.943294,-0.043688,0.494682,1.05678,0.976266,-0.051138,0.993031,0.055171,0.979466,-0.000145,1.548476,1.007682,1.039814,0.930335,1.410095,0.473254,0.064409,-0.030591,1.011723,2.051501,-0.00461,1.014895
-0.054313,0.954548,0.939455,-0.01963,1.038025,-0.024888,0.995964,-0.012904,1.957111,0.944633,0.013055,2.060712,-0.013905,0.046532,0.92785,0.480021,0.002539,0.52719,1.018349,-0.000767,1.017931,0.988414,0.013404,0.999287,0.045335,1.608075,1.012733,0.978194,-0.003904,1.534531,-0.003336,0.577332,0.858443,1.038755,1.940112,1.934607,1.000663
0.049214,1.006508,0.964302,-0.097017,0.991367,-0.035754,1.055434,-0.023998,-0.045426,-0.040755,-0.045394,0.018897,0.072624,0.064814,-0.052374,-0.00861,-0.02187,-0.006436,0.978082,0.933907,2.043465,1.008453,-0.049612,0.991537,0.042698,-0.098033,-0.013018,1.00015,0.037358,0.47295,0.526108,0.893339,1.989468,0.010262,-0.108062,1.027557,2.046888
1.115885,-0.004373,0.049303,-0.043729,-0.054333,1.009609,0.005348,0.061425,-0.012022,1.029148,0.009517,0.957716,1.087537,0.034929,1.026636,0.006659,-0.019706,1.508904,1.069735,2.024339,0.059839,0.936056,-0.028421,1.024366,-0.000832,1.478582,0.084235,0.963843,0.481219,0.518633,0.497512,0.566393,2.013763,-0.016952,1.014257,1.028298,1.070988
-0.001022,0.985617,0.970978,-0.02005,0.966765,0.051933,1.049183,-0.034044,-0.017867,0.974617,-0.012758,0.930183,0.041107,-0.009823,0.021224,-0.076016,-0.015277,1.016291,0.995491,0.013983,0.028349,1.010318,0.043037,0.005711,1.970379,1.459076,0.928576,0.937779,1.481531,0.975324,1.51549,1.02575,-0.013236,0.060373,0.981548,1.016137,1.9612
0.009487,1.080854,0.927522,-0.049067,1.069395,0.005251,0.041363,0.014588,1.062843,2.081849,-0.023183,1.997117,-0.020478,-0.060023,2.030869,0.958075,0.015664,1.034599,0.953208,1.067877,-0.002726,0.964291,0.044514,0.000212,-0.083497,0.496541,-0.00044,1.006453,0.393229,0.921021,0.480694,1.522025,-0.053806,0.017393,0.956611,0.952126,2.019428
0.02072,2.031432,2.073633,-0.018226,2.086217,-0.061796,1.007554,0.997274,2.01945,1.974428,0.010103,-0.003339,0.010823,-0.07553,2.027729,1.446629,-0.057023,-0.068691,1.024181,0.919007,0.913179,1.049051,0.035417,0.038865,-0.016501,0.530906,-0.096666,0.95581,0.021985,0.432516,0.952105,0.023568,0.060711,0.125857,1.018705,1.065744,2.085597
0.014068,0.991239,1.074465,-0.003893,0.942525,0.052223,1.06164,-0.059002,-0.017721,1.025349,0.966993,0.922039,0.012355,0.012353,1.146766,0.473113,-0.092782,1.490797,1.033068,0.910126,1.974987,0.972765,0.085949,1.065166,-0.009021,-0.042721,-0.048364,0.992943,0.430767,0.454974,0.508155,-0.008126,1.983857,0.004707,0.976499,0.938675,0.947996
1.086573,0.056168,1.072332,-0.006438,0.00184,0.954366,0.029179,-0.019721,0.055549,-0.139124,-0.010122,1.069979,0.004984,-0.061548,0.045417,1.090271,-0.005863,1.387216,1.052378,0.986346,0.100087,1.089534,-0.050572,1.114332,0.994494,-0.058075,0.024245,0.88394,0.430017,0.956665,1.097277,1.062996,0.950584,0.980497,2.022454,2.035771,0.045948
-0.06927,1.976449,1.892119,0.997169,1.963173,-0.071249,0.030053,-0.038566,2.026402,1.929894,-0.029254,1.998282,0.022484,-0.053334,0.013915,-0.0657,-0.053272,1.535143,-0.055896,2.013517,1.036974,0.964696,0.00188,0.980672,0.080093,1.078791,0.098289,2.033272,-0.030504,0.441771,1.542712,0.059859,1.018459,1.104603,2.003486,1.972008,0.08034
0.015076,0.027058,1.04731,0.001651,0.995514,0.018203,0.993061,0.00449,0.942508,0.999771,-0.014706,1.946716,-0.022974,0.002797,0.080444,-0.050653,0.027037,1.548399,1.021858,0.023023,0.089217,1.156566,-0.009494,1.00337,0.069857,-0.005506,0.969669,1.960224,1.618121,1.531153,0.018641,-0.066577,-0.019123,-0.041011,1.015521,1.104989,2.000568
0.113125,1.00991,1.033318,0.087362,1.007426,-0.101502,1.022673,0.005365,1.91419,2.040761,-0.024303,0.001559,0.111658,0.057548,-0.062154,1.484103,-0.073655,1.472733,1.01178,-0.011426,0.051075,1.079586,-0.017155,0.056825,0.044688,0.519128,-0.011303,1.03096,1.494666,1.547698,0.46715,-0.042273,1.080372,-0.00077,1.961502,-0.018028,-0.063385
-0.01464,0.030664,2.032767,0.90334,1.995791,-0.028411,-0.107527,-0.047852,1.003401,1.969068,0.088815,0.922572,-0.058963,-0.101213,0.023102,1.622275,0.041589,0.542455,1.059084,0.932993,0.015726,-0.068829,0.006899,-0.027857,0.025221,0.583871,1.07866,0.974677,0.937164,1.45769,0.091144,0.062211,1.01215,0.043715,0.972054,1.085654,1.029544
0.01229,1.010142,1.054643,-0.160397,0.972312,0.021357,1.01495,0.024593,2.05179,-0.010532,0.033485,1.970378,0.025713,-0.074302,1.997438,1.545781,0.03709,0.560305,0.983634,0.978816,0.986105,1.099241,-0.019061,1.027746,-0.051295,1.451919,-0.068359,1.023308,0.489935,1.475264,0.539818,1.508566,1.027904,-0.004813,2.024136,0.981654,0.066997
-0.014971,1.015213,0.972417,-0.035774,0.927253,-0.022377,0.956426,-0.062694,2.039545,2.051909,0.002717,2.082488,0.078127,-0.036992,0.026165,1.546252,-0.020118,0.538187,1.025827,1.031598,1.981036,-0.04169,0.047773,1.019927,-0.059392,1.618254,1.043303,0.992508,0.985616,-0.009934,1.507229,1.432733,1.035131,1.004199,0.942969,1.020916,1.931703
1.020394,1.0495,1.086147,0.022206,0.989736,-0.09802,0.891916,-0.027708,2.043393,-0.02974,1.001872,2.068487,1.046207,-0.035657,1.0783,0.592192,0.002577,1.566268,0.007826,-0.002513,0.965445,0.927423,-0.06121,0.000197,0.049814,1.58913,-0.08092,0.957827,0.501854,0.505463,0.963134,0.941733,2.034487,0.028575,0.987211,1.007136,-0.007111
1.056862,0.026737,0.019879,-0.07288,0.01307,1.033842,0.004361,-0.102091,1.994479,-0.017303,0.001657,2.006417,0.015135,-0.016969,-0.116882,1.544405,-0.017244,1.486232,0.980372,-0.115123,-0.032326,0.904032,-0.051914,0.041509,0.015525,1.526208,0.062981,0.996974,1.03556,0.954646,0.058258,0.524445,-0.023034,0.022472,1.064748,-0.013403,-0.031676
-0.012823,0.983478,1.019721,0.037566,1.007749,-0.026461,0.929225,-0.00685,2.022425,1.073427,0.014043,2.068995,0.001914,0.027358,1.947679,0.002854,-0.092334,0.449512,1.032796,1.932734,0.927447,1.007534,-0.031964,1.102519,0.005263,0.994303,-0.040289,0.955508,0.509042,0.0086,0.494519,-0.109436,0.998524,-0.008059,0.991231,0.936675,0.957214
0.0238,1.955144,1.992125,0.033113,1.997326,-0.021086,0.975175,0.00359,2.075206,1.95933,0.010448,0.916226,0.024005,-0.02572,-0.053659,0.014549,-0.004823,0.046102,1.135458,2.022778,1.974985,1.018222,0.07603,-0.024096,0.04644,0.986414,0.032591,1.110962,1.469386,1.597669,0.068659,1.014487,1.952005,0.024695,0.923295,1.008874,1.936872
0.033069,0.975457,2.050765,-0.055919,1.881336,0.037738,0.91389,0.052765,-0.05725,0.077569,0.039314,2.003175,-0.053213,-0.073433,0.000926,0.99578,-0.034175,1.013409,1.045104,-0.023064,1.980375,0.982263,0.019087,0.981011,-0.011419,0.498735,0.016991,1.038885,1.566275,0.505882,-0.020543,0.501392,2.003403,-0.002626,1.014307,1.033887,0.946815
-0.05691,1.06505,0.993367,0.012999,0.950065,-0.085326,1.04832,-0.104838,1.96031,1.972874,-0.029488,0.995847,-0.06815,-0.027889,1.945841,0.079233,0.051292,0.094054,1.040038,0.028793,0.006952,0.92697,-0.048433,-0.008024,1.029827,1.017256,1.029894,0.991112,1.032575,0.059595,1.061726,1.526113,0.974959,0.017298,1.00413,1.077119,0.025225
0.022663,1.038667,1.012106,0.000111,1.022932,0.024126,1.045423,0.000498,1.92832,0.99835,1.01085,2.001816,-0.027587,0.00839,0.076447,1.009585,-0.022839,1.04442,1.01419,0.058139,1.951322,1.022055,0.048265,1.078328,0.009314,1.461826,-0.040081,0.993189,0.511624,0.096937,1.535933,0.00158,1.968768,1.041785,2.048476,0.982135,1.08124
0.00733,1.05788,0.995742,0.010451,0.885078,-0.029422,0.966806,-0.036112,1.009782,-0.045885,0.018201,2.038218,-0.006049,-0.034626,0.989151,0.964693,-0.018876,1.025303,0.974056,0.913561,0.00058,0.967857,-0.028684,1.010588,-0.036255,1.506243,-0.010405,1.005922,1.06099,0.436853,1.511359,1.036237,0.058518,0.004947,0.086996,0.989777,0.945278
-0.066147,0.993984,1.06364,-0.054217,0.960323,-0.009049,1.020226,-0.07468,-0.084716,-0.017853,0.035419,-0.032102,-0.027412,-0.052264,2.025627,0.557285,-0.00969,0.016237,1.000931,1.984203,-0.005001,1.021216,-0.006756,0.063198,0.027425,1.461573,0.090384,1.059743,1.441123,0.07898,1.4918,1.111566,2.0151,-0.028549,1.059334,0.900644,-0.008617
-0.000964,0.939029,0.947223,-0.009361,0.937683,0.042347,0.953398,-0.016253,2.086794,1.976477,-0.041226,1.997453,0.026829,0.016139,-0.04892,-0.014715,-0.003843,-0.016931,1.008551,1.972724,1.04152,0.94692,-0.122113,0.017768,-0.021327,0.978866,-0.048867,1.021432,0.048383,1.483304,1.01923,-0.037021,1.936939,0.063194,1.065877,1.009648,2.072733
0.080786,0.889973,1.027384,0.029941,0.984233,-0.03886,0.068119,-0.03302,1.897437,2.021452,-0.034524,1.981283,0.028802,-0.028295,0.028967,0.020666,0.002494,1.5168,0.988868,-0.039588,-0.020562,1.078706,0.080155,0.001363,-0.004866,0.000328,-0.004569,0.924283,-0.021726,1.519004,-0.111391,1.49492,1.075742,0.027057,1.071635,1.955974,1.041282
0.033124,1.995269,2.015808,0.00756,1.913775,0.028809,1.03711,0.001321,-0.050266,0.94921,-0.048506,1.991027,-0.000559,0.009118,-0.061245,1.012671,-0.018949,0.938371,0.990202,0.960716,1.969884,1.041396,-0.016766,0.016801,0.008389,1.486446,0.078222,1.065823,0.984814,1.01743,0.499043,0.502069,1.979376,0.007201,0.969215,0.993213,0.943731
0.046848,1.072301,0.989261,0.02576,1.045536,0.024092,0.908697,0.033923,0.025073,1.102689,-0.050233,0.972157,-0.049778,0.02343,0.982768,0.935986,-0.025377,1.441497,1.010318,1.062966,2.032817,0.934276,-0.039098,1.054095,-0.022679,1.008221,0.008065,0.98116,1.392362,-0.014771,0.486279,0.461662,-0.024404,-0.00288,0.998912,0.99051,0.967984
0.014222,0.934437,0.930588,-0.003989,1.054095,-0.021997,0.917468,-0.032287,0.012122,2.04186,-0.071509,1.04013,0.032967,-0.037947,1.062593,0.462258,-0.033479,1.573359,1.022512,1.051817,2.057592,0.978688,-0.02268,0.986419,-0.025603,1.50564,0.989289,0.942534,0.652211,0.543946,0.49666,-0.023459,-0.021255,0.012078,0.982091,1.002226,1.087082
-0.012557,2.066505,1.991374,0.920062,2.005723,0.092233,-0.016798,1.07392,0.997466,0.020503,-0.01686,0.022753,0.022592,-0.031032,0.013678,1.419561,-0.009892,0.977078,1.006759,2.034387,0.042068,-0.018662,0.106846,1.039687,-0.055185,1.550364,0.053846,0.960824,1.045851,0.493584,1.535364,1.51399,0.007652,-0.046599,0.932234,1.194355,1.014166
0.928189,0.09931,0.115475,1.02511,0.060871,1.021683,0.030785,0.065692,1.883381,1.053495,-0.007745,1.952489,0.026389,-0.043617,-0.057727,-0.014804,0.093318,0.477953,1.016863,0.945372,0.042012,0.904982,0.004369,0.083417,1.025112,0.520871,0.022704,1.00277,1.518779,1.429486,0.018338,1.432455,0.95876,0.010926,0.915873,-0.00198,-0.126103
0.013807,1.010744,0.97273,0.030879,1.031802,-0.038578,0.983871,-0.015384,2.00168,0.902575,-0.095147,0.011173,-0.057329,-0.023971,1.024311,0.983891,0.011304,1.429132,0.970546,-0.015003,1.025683,1.016503,0.074254,0.048785,0.027746,-0.063586,-0.056412,1.003612,0.948637,-0.007452,0.043223,1.096631,2.075881,-0.013462,1.043115,1.027543,-0.055338
0.029188,0.880791,1.088218,-0.055694,1.048562,-0.024617,0.967333,-0.029325,1.058453,1.082916,1.002743,0.026763,-0.012473,-0.029099,2.039918,1.52942,-0.064258,0.98365,0.908842,-0.050602,1.960891,1.020197,-0.057898,1.054472,1.985574,0.575479,0.039265,1.013391,0.469227,1.490417,0.464826,0.504136,0.967698,0.027678,1.025101,1.056942,1.051875
-0.022411,1.946566,2.075636,1.025635,1.990371,0.041946,0.04568,-0.040898,2.095672,-0.04704,-0.065832,0.968429,0.021349,-0.03436,-0.060173,0.967597,0.031276,1.019693,0.99583,1.964481,0.932316,1.01086,-0.110855,0.075718,-0.001384,0.002343,-0.037603,0.966388,0.050071,0.017092,1.498877,1.005407,1.003074,0.011903,1.001495,1.942739,-0.070791
0.035691,2.109436,2.066396,-0.061028,2.055036,-0.011611,1.009387,-0.013627,2.062418,0.032785,0.146158,-0.01771,0.090395,-0.07353,1.998346,0.533538,0.026653,0.462962,1.122013,1.003458,2.084648,1.086597,-0.040342,0.970861,0.066203,-0.016862,-0.084801,0.983373,0.022464,1.50466,0.033605,0.482982,0.996157,1.049296,0.93076,-0.069306,2.002046
-0.015093,0.998815,1.020323,-0.027537,0.96162,-0.103721,1.034783,0.002257,1.119729,1.002008,-0.061878,-0.067845,-0.033231,0.044622,0.968541,0.521996,-0.028585,1.44711,0.975554,1.999071,0.963941,1.943139,-0.087,1.010318,0.03571,0.998721,0.014415,1.018885,0.986617,0.990253,0.48198,0.482824,-0.048734,-0.036794,1.049302,1.058011,1.903006
-0.034764,0.903311,0.951524,0.094734,0.986242,-0.012831,1.068562,-0.071876,0.937497,0.009312,0.048412,1.106574,-0.019084,-0.056432,1.957921,-0.021565,0.011592,1.489814,0.991222,1.048096,-0.036808,1.048332,0.071344,1.058143,0.077576,-0.074108,-0.025467,1.019857,0.544133,-0.04289,0.511491,1.47298,0.000543,-0.016045,0.957942,1.048104,0.052573
0.017995,2.003215,1.893354,0.97002,2.028551,-0.046068,1.066337,0.019863,1.945324,1.066135,0.014953,-0.056615,-0.080371,0.006631,0.04794,1.459275,0.011116,1.444633,1.002614,0.006565,0.935429,0.934218,-0.067951,0.998872,0.075672,0.081674,0.95908,1.033073,0.530882,0.532912,0.437697,1.496817,1.961741,0.037807,0.913921,1.999254,1.009823
-0.134766,0.920261,2.057394,-0.034138,1.959273,0.071181,2.03113,-0.002019,0.888202,1.034988,0.001809,2.070664,0.03705,-0.005121,1.01618,0.017828,0.061386,1.046698,1.000717,1.013157,2.04478,0.006274,-0.003595,0.960558,0.047435,1.477637,0.023558,0.983171,1.459367,1.032415,0.473824,1.517988,1.040825,0.100932,1.046554,1.149755,0.908265
-0.056585,1.021793,0.024804,0.123854,1.015126,-0.047356,1.049564,0.035087,1.031787,0.995079,-0.047683,1.058414,-0.024943,-0.001805,1.979357,0.935888,0.97223,0.420944,0.970665,-0.037669,-0.005576,1.080275,0.004408,-0.066918,2.002233,-0.052766,-0.005112,1.079163,-0.054753,0.602531,0.581453,0.01098,1.966797,-0.071392,1.10483,1.048494,1.078331
-0.042305,0.990695,0.936603,-0.078185,0.995257,-0.041398,0.99767,-0.00878,-0.039516,2.104412,-0.011103,1.948948,0.06011,0.020064,0.961697,1.527314,0.061014,0.979993,0.978606,0.028282,1.042174,0.975946,-0.013762,0.003118,-0.035302,0.492123,-0.10622,1.979755,0.478445,1.55274,1.491324,1.438444,0.984775,-0.012959,0.018742,2.075141,1.020774
0.010934,1.066476,1.028229,0.014695,1.019255,-0.042426,1.008557,-0.006477,1.003546,1.959024,0.054683,-0.070232,-0.028302,-0.001738,1.00311,1.411015,0.102392,1.011827,0.955435,-0.039026,0.903777,0.963293,0.049849,0.904725,0.024675,0.593575,-0.031093,1.975706,1.467799,1.461193,1.454924,1.487345,0.04866,0.055553,2.051889,0.078932,0.017513
-0.064138,1.06518,1.053547,0.09139,0.977211,0.02398,0.963525,0.02274,-0.089523,2.085164,-0.029404,1.920016,0.052721,-0.028971,2.006492,0.51775,0.001628,-0.052989,1.022781,-0.082011,1.969169,0.972709,-0.019814,1.012195,0.033079,0.009263,-0.020492,1.025054,0.480401,1.619103,0.931781,1.422078,0.015815,0.005827,0.978687,0.960684,-0.007895
0.934196,0.00228,0.02836,1.003017,0.078414,1.057573,-0.015911,0.062909,2.119007,1.048018,-0.024081,1.036871,-0.059468,-0.005962,1.97497,0.54987,0.143327,0.978436,1.02889,2.004061,0.046202,-0.116378,-0.089761,0.027471,0.041825,-0.019371,0.084189,1.022838,0.478667,0.474177,-0.036461,0.421315,2.134114,0.000144,0.883628,2.066343,2.039569
-0.06488,0.954393,0.987338,0.073041,1.02934,0.064179,0.972127,-0.006139,-0.032642,0.056232,0.026058,-0.067945,0.089816,0.02387,2.011407,0.126182,-0.113559,0.497464,0.908424,-0.010676,1.042819,0.977055,-0.005532,0.026664,-0.069237,0.042162,0.080734,1.00743,0.492477,1.037403,0.389525,1.027906,1.012509,-0.004985,1.011228,0.983562,1.988108
-0.112989,1.012581,0.98485,-0.062627,1.127855,0.016866,0.924063,0.016434,0.156304,1.011252,0.017915,2.040316,1.007961,-0.012751,0.084659,0.964742,-0.010023,1.517431,0.964552,-0.08288,0.991554,0.989115,-0.025302,0.981587,1.050287,1.42808,0.018658,1.101446,0.978162,0.931817,-0.055591,1.505324,-0.010358,-0.069739,0.985825,1.007857,0.95626
0.05368,1.020765,0.984074,0.026605,1.093078,0.027403,0.903921,0.00044,1.019128,2.066932,0.045778,-0.026959,0.052672,0.06026,2.093408,0.067228,0.040084,0.913822,0.980226,1.095318,0.078782,1.969166,-0.069404,-0.002233,0.018991,1.459987,0.967614,0.001857,1.008349,0.993195,0.593167,0.966826,0.940399,-0.03537,0.995333,0.99378,0.013721
1.094841,-0.097036,-0.050136,-0.050409,0.001866,1.037336,-0.080743,-0.063183,2.014392,-0.018069,-0.002811,-0.046524,-0.016135,0.037275,0.950231,-0.012772,0.07023,1.525177,1.024676,0.922041,-0.045086,1.001512,0.085448,-0.035287,0.027207,1.010663,0.092137,1.036976,0.973154,0.981736,0.07888,0.497482,2.002486,0.989871,2.049418,1.016127,0.914426
-0.025985,1.034637,1.002912,0.021981,0.94445,-0.015405,1.025392,0.029019,1.024456,0.957213,1.008609,2.048268,-0.1045,0.063684,1.928504,1.523335,-0.015415,1.402275,1.095847,0.007262,1.028146,1.037858,0.035061,0.043827,0.002053,1.503116,-0.074589,-0.068325,1.570895,0.014192,0.006229,-0.064864,1.97249,-0.067252,-0.063843,1.975593,1.980076
0.038451,0.844702,0.982557,0.06663,1.000782,-0.0091,1.041178,0.00531,0.986063,2.013445,-0.01719,1.020961,0.022978,-0.017422,1.030377,-0.040329,0.058756,0.969419,0.964202,2.045125,2.036138,0.920091,-0.024753,0.069456,-0.004864,-0.037691,-0.005828,0.065099,1.461183,0.516864,1.540111,0.453901,0.033513,-0.059759,0.977131,1.069307,0.950528
-0.000556,0.982415,1.008609,0.016681,0.982876,-0.096268,0.982835,0.067293,-0.069163,0.936226,0.026036,1.004981,-0.068173,0.051656,1.004125,-0.027371,-0.00897,0.531759,1.006533,1.962745,0.037945,0.903229,0.021853,0.989895,0.022578,0.523996,-0.02261,0.916915,1.422559,-0.057254,1.442143,1.472452,0.082645,0.009917,0.993084,0.959516,0.017681
-0.159983,1.044861,0.977424,-0.001721,0.980409,0.044019,1.003441,1.06181,-0.117432,2.02524,0.070677,1.973278,-0.049689,-0.086312,2.076683,1.585189,-0.058634,0.999953,0.991664,0.028184,2.046011,1.074004,0.086872,0.994228,-0.003747,0.910638,0.02362,1.001809,0.94927,1.604301,1.011753,0.523754,1.93977,-0.058976,1.072427,1.080854,-0.002035
0.022932,0.932325,0.95806,-0.028163,1.052766,0.036386,1.095755,0.053961,1.025713,1.993532,0.004077,2.078286,0.012639,0.030507,2.025266,0.032447,0.010723,0.624132,0.935067,0.000596,0.03294,0.990105,0.009136,1.025229,-0.073104,0.050418,0.067819,0.985657,-0.03032,0.585968,1.041173,1.003877,1.948551,0.033397,0.960701,1.016714,2.032858
0.027057,-0.03861,1.024568,0.027039,1.022229,0.003686,1.985646,0.014067,2.012403,1.004609,0.008689,-0.033706,-0.060961,0.025095,1.001947,0.970777,0.027507,1.11053,1.046718,1.002247,2.001788,0.952983,0.085714,0.042156,-0.036549,1.440615,0.018444,1.116196,1.035611,1.585813,1.581803,1.039917,2.023291,-0.01862,1.004169,-0.004119,0.089276
-0.017279,0.980647,1.991829,0.988142,2.002275,-0.067902,-0.034802,0.022318,1.053329,-0.053391,0.929928,0.956424,0.012201,-0.044697,2.001029,0.964179,-0.039935,0.479597,1.01547,0.047912,2.026419,0.981772,-0.080178,0.038614,-0.001565,0.574147,0.060065,0.97385,0.531628,0.091238,0.468768,1.077402,-0.071794,-0.067565,1.112785,0.974229,1.981274
0.018305,0.992721,1.03798,0.049255,1.056234,-0.019005,1.02223,0.001979,0.03202,2.069092,-0.023812,0.032023,-0.00841,0.053807,1.01123,1.527957,-0.007689,0.089695,1.062057,2.050103,0.976373,1.066146,-0.029938,0.985694,0.051332,0.5137,-0.004374,0.972558,-0.050109,0.124076,0.995897,0.053006,0.961652,0.080223,1.028539,1.012823,1.057507
0.021175,1.019535,1.039244,0.038023,1.05453,-0.062142,1.019808,0.058202,1.063077,0.00435,0.012103,-0.064984,-0.09515,-0.020654,1.98518,0.014999,0.074272,1.573622,0.915599,2.078708,2.045289,1.015404,-0.024726,-0.028572,-0.148897,0.051603,1.036921,1.008307,0.95458,1.094647,0.55548,0.902352,1.974062,-0.040399,0.892083,1.013906,0.021128
-0.016481,0.030727,1.066008,0.040471,1.014387,0.068352,0.993183,0.009302,0.973117,0.101145,-0.070238,1.931487,-0.012901,-0.098714,0.077933,1.551863,-0.024586,0.026365,0.941798,1.041227,-0.067563,1.026903,-0.123859,-0.016064,0.043922,1.534562,1.059925,1.053482,1.530615,0.46919,0.455541,0.970807,2.059519,0.096824,0.998032,1.099376,1.966305
0.027792,0.95726,-0.027402,-0.114589,1.009052,0.00865,0.924369,0.019591,0.953521,0.955782,-0.032229,-0.007074,-0.028743,-0.071669,1.939142,1.065718,0.022767,0.018597,1.017373,1.013387,2.015771,1.097706,-0.070793,-0.042148,0.002677,-0.026219,0.102909,0.929549,-0.020059,0.511465,1.4657,0.495159,0.015143,0.052913,1.060537,0.995787,1.000999
0.106816,1.032123,1.947303,0.977156,2.066796,-0.022102,-0.031063,0.018046,2.018678,1.018591,-0.048238,1.11047,0.082239,-0.045983,-0.023232,0.007313,-0.088375,1.068041,0.907717,2.040437,0.017558,0.994109,-0.125647,1.088415,0.037376,1.012352,-0.033253,0.05367,0.464597,-0.074966,0.428021,1.489265,2.020329,0.912459,1.997321,2.026921,1.941622
0.090425,0.991279,0.917602,-0.041401,0.997098,-0.035907,1.046874,-0.1405,-0.054619,1.993678,0.022874,1.909966,0.051824,-0.051776,0.002127,1.551349,-0.017428,1.11981,-0.02132,-0.016955,1.025611,1.011521,-0.018678,-0.06083,0.013127,1.50735,0.030884,1.043031,0.023181,-0.023339,0.994183,0.459026,2.02516,1.028614,1.959259,-0.038484,0.123113
-0.044985,1.992212,0.998596,-0.06674,1.015781,-0.008852,0.982387,0.070558,0.895958,2.102017,-0.000415,-0.063588,-0.07095,0.031072,1.970033,1.087108,0.019349,1.043054,1.04059,0.093492,1.995088,0.994163,0.026861,0.002786,0.029841,1.016919,0.046668,2.102482,0.526897,0.9645,1.047738,0.982674,-0.022753,-0.000966,0.99495,0.994817,-0.123642
-0.038981,1.992021,1.944459,1.013811,2.020311,-0.02916,0.968116,0.022695,1.02047,0.005443,-0.048211,1.034117,0.034343,-0.025318,1.972825,1.465187,-0.132511,1.522096,1.003433,0.049738,-0.056198,1.012901,-0.051825,0.909986,-0.074218,-0.056106,-0.048591,-0.040098,0.507756,0.022994,1.442123,1.038878,1.069453,0.011396,2.095032,0.023488,0.037007
-0.038054,0.99602,0.962645,0.037988,1.011102,-0.032925,0.969665,-0.052047,0.957569,0.03453,-0.016598,-0.009566,-0.001045,-0.068683,0.025628,1.464672,-0.010307,0.520767,1.013719,0.948922,-0.028487,0.91579,-0.026883,1.066861,0.021113,0.486837,-0.027632,0.969162,0.496808,1.526966,0.037634,-0.009366,1.91466,0.086115,0.970832,0.983687,1.011889
-0.043901,1.095282,1.062536,-0.075566,0.977022,0.033074,2.087132,0.047012,1.952551,2.002901,0.989865,1.996352,-0.039511,-0.128098,1.039652,0.384094,0.022969,1.506283,0.009135,0.040754,0.957809,0.873316,0.035055,-0.044664,0.146839,1.571892,-0.024205,1.030889,-0.108935,1.055469,0.519006,0.879966,1.96769,0.002128,1.024035,0.060383,0.991278
-0.043633,1.014171,0.993865,0.047129,1.042302,-0.0262,1.058306,-0.042783,1.953805,0.877331,0.046286,0.038725,0.914902,-0.013606,1.033444,-0.059301,-0.000805,0.564239,0.984134,-0.021573,1.987395,0.889579,-0.014283,0.980182,0.016492,0.955322,0.066587,0.942647,0.000927,1.537675,0.087608,0.569996,1.936031,0.010952,0.972439,0.993808,0.10798
